input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
c190aa150a1258ed,NQ056,NQ,Character Visuals - UBE,Ultimate Body Enhancer - Patch Compendium,Survival Mode UBE Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Patch Compendium\Survival Mode UBE Patch.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,SPEL:5,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",Direct signal candidate enumeration: 5,REJECTED
c190aa150a1258ed,NQ056,NQ,Character Visuals - UBE,Ultimate Body Enhancer - Patch Compendium,Survival Mode UBE Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Patch Compendium\Survival Mode UBE Patch.esp,c190aa150a1258ed|000800:Survival Mode UBE Patch.esp,SIGNAL,read,SPEL,000800:Survival Mode UBE Patch.esp,Survival_abRacialOrcUBE,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
c190aa150a1258ed,NQ056,NQ,Character Visuals - UBE,Ultimate Body Enhancer - Patch Compendium,Survival Mode UBE Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Patch Compendium\Survival Mode UBE Patch.esp,c190aa150a1258ed|000801:Survival Mode UBE Patch.esp,SIGNAL,read,SPEL,000801:Survival Mode UBE Patch.esp,Survival_abRacialAltmerUBE,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
c190aa150a1258ed,NQ056,NQ,Character Visuals - UBE,Ultimate Body Enhancer - Patch Compendium,Survival Mode UBE Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Patch Compendium\Survival Mode UBE Patch.esp,c190aa150a1258ed|000802:Survival Mode UBE Patch.esp,SIGNAL,read,SPEL,000802:Survival Mode UBE Patch.esp,Survival_abRacialNordUBE,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
c190aa150a1258ed,NQ056,NQ,Character Visuals - UBE,Ultimate Body Enhancer - Patch Compendium,Survival Mode UBE Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Patch Compendium\Survival Mode UBE Patch.esp,c190aa150a1258ed|000803:Survival Mode UBE Patch.esp,SIGNAL,read,SPEL,000803:Survival Mode UBE Patch.esp,Survival_abRacialDunmerUBE,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
c190aa150a1258ed,NQ056,NQ,Character Visuals - UBE,Ultimate Body Enhancer - Patch Compendium,Survival Mode UBE Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Patch Compendium\Survival Mode UBE Patch.esp,c190aa150a1258ed|000804:Survival Mode UBE Patch.esp,SIGNAL,read,SPEL,000804:Survival Mode UBE Patch.esp,Survival_abRacialBosmerUBE,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ARMO:59|BOOK:1,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",Direct signal candidate enumeration: 60,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00A78C:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00A78C:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PCW_29,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00A78E:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00A78E:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PDW_08,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00A790:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00A790:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PDW_111,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|004413:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,004413:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_22b,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|001DB9:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,001DB9:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PDW_04,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|002339:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,002339:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PGW_03,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|0096EA:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,0096EA:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PQW_01,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|0096EE:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,0096EE:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_09,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00A1DA:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00A1DA:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PQW_50,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
