input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
22078a23e425f983,NQ100,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Unfrozen - Extra resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Unfrozen - Extra resources.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,TREE:6,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",Direct signal candidate enumeration: 6,REJECTED
22078a23e425f983,NQ100,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Unfrozen - Extra resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Unfrozen - Extra resources.esp,22078a23e425f983|000863:Unfrozen - Extra resources.esp,SIGNAL,read,TREE,000863:Unfrozen - Extra resources.esp,DLC1BushDead_NoSnow,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
22078a23e425f983,NQ100,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Unfrozen - Extra resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Unfrozen - Extra resources.esp,22078a23e425f983|000867:Unfrozen - Extra resources.esp,SIGNAL,read,TREE,000867:Unfrozen - Extra resources.esp,DLC1TreeWinterAspenSnow01_custom,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
22078a23e425f983,NQ100,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Unfrozen - Extra resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Unfrozen - Extra resources.esp,22078a23e425f983|000868:Unfrozen - Extra resources.esp,SIGNAL,read,TREE,000868:Unfrozen - Extra resources.esp,DLC1TreeWinterAspenSnow03_custom,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
22078a23e425f983,NQ100,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Unfrozen - Extra resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Unfrozen - Extra resources.esp,22078a23e425f983|000869:Unfrozen - Extra resources.esp,SIGNAL,read,TREE,000869:Unfrozen - Extra resources.esp,DLC1TreeWinterAspenSnow05_custom,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
22078a23e425f983,NQ100,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Unfrozen - Extra resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Unfrozen - Extra resources.esp,22078a23e425f983|00089C:Unfrozen - Extra resources.esp,SIGNAL,read,TREE,00089C:Unfrozen - Extra resources.esp,DLC1TreePineForestSnowHeavy01SPR,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
22078a23e425f983,NQ100,NQ,Seasons of Skyrim Patches,Seasons - Additions - rerun,Unfrozen - Extra resources.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Seasons - Additions - rerun\Unfrozen - Extra resources.esp,22078a23e425f983|00089D:Unfrozen - Extra resources.esp,SIGNAL,read,TREE,00089D:Unfrozen - Extra resources.esp,DLC1TreePineForestSnowHeavy02SPR,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: compatibility, balance, seasonal, visual, or replacer records are not authoritative devotional sources; defining content is reviewed separately.",,REJECTED
f2a01ff7efd018f0,NQ100,NQ,Visuals - Animals,Animated Carriage - Witcher Horses,Witcher Horses - Animated Carriage Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Animated Carriage - Witcher Horses\Witcher Horses - Animated Carriage Patch.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ACTI:16,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",Direct signal candidate enumeration: 16,REJECTED
f2a01ff7efd018f0,NQ100,NQ,Visuals - Animals,Animated Carriage - Witcher Horses,Witcher Horses - Animated Carriage Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Animated Carriage - Witcher Horses\Witcher Horses - Animated Carriage Patch.esp,f2a01ff7efd018f0|0009E2:AnimatedCarriage.esm,SIGNAL,read,ACTI,0009E2:AnimatedCarriage.esm,zxACCartA01Black,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
f2a01ff7efd018f0,NQ100,NQ,Visuals - Animals,Animated Carriage - Witcher Horses,Witcher Horses - Animated Carriage Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Animated Carriage - Witcher Horses\Witcher Horses - Animated Carriage Patch.esp,f2a01ff7efd018f0|0009D5:AnimatedCarriage.esm,SIGNAL,read,ACTI,0009D5:AnimatedCarriage.esm,zxACCartA01Black_Run,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
f2a01ff7efd018f0,NQ100,NQ,Visuals - Animals,Animated Carriage - Witcher Horses,Witcher Horses - Animated Carriage Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Animated Carriage - Witcher Horses\Witcher Horses - Animated Carriage Patch.esp,f2a01ff7efd018f0|0009CF:AnimatedCarriage.esm,SIGNAL,read,ACTI,0009CF:AnimatedCarriage.esm,zxACCartA02BnW,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
f2a01ff7efd018f0,NQ100,NQ,Visuals - Animals,Animated Carriage - Witcher Horses,Witcher Horses - Animated Carriage Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Animated Carriage - Witcher Horses\Witcher Horses - Animated Carriage Patch.esp,f2a01ff7efd018f0|0009DB:AnimatedCarriage.esm,SIGNAL,read,ACTI,0009DB:AnimatedCarriage.esm,zxACCartA02BnW_Run,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
f2a01ff7efd018f0,NQ100,NQ,Visuals - Animals,Animated Carriage - Witcher Horses,Witcher Horses - Animated Carriage Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Animated Carriage - Witcher Horses\Witcher Horses - Animated Carriage Patch.esp,f2a01ff7efd018f0|0009D0:AnimatedCarriage.esm,SIGNAL,read,ACTI,0009D0:AnimatedCarriage.esm,zxACCartA03Grey,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: follower support, ordinary equipment, quest-support items, generic notes, flora, fauna, or world records do not encode a separate player devotional act after theology-stretch and double-credit review.",,REJECTED
