input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
2369987c1963bd05,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Shriekwind Bastion Boss - Thjodrek,Shriekwind Bastion Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Shriekwind Bastion Boss - Thjodrek\Shriekwind Bastion Boss - Requiem.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,PERK:1|SHOU:1|SPEL:3,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",Direct signal candidate enumeration: 5,REJECTED
2369987c1963bd05,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Shriekwind Bastion Boss - Thjodrek,Shriekwind Bastion Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Shriekwind Bastion Boss - Thjodrek\Shriekwind Bastion Boss - Requiem.esp,2369987c1963bd05|000A11:Shriekwind Bastion Boss - Requiem.esp,SIGNAL,read,PERK,000A11:Shriekwind Bastion Boss - Requiem.esp,ShriekwindBastionBossPerkReq,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",,REJECTED
2369987c1963bd05,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Shriekwind Bastion Boss - Thjodrek,Shriekwind Bastion Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Shriekwind Bastion Boss - Thjodrek\Shriekwind Bastion Boss - Requiem.esp,2369987c1963bd05|000A0B:Shriekwind Bastion Boss - Requiem.esp,SIGNAL,read,SHOU,000A0B:Shriekwind Bastion Boss - Requiem.esp,ShriekwindBastionBossElementalFuryShoutReq,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",,REJECTED
2369987c1963bd05,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Shriekwind Bastion Boss - Thjodrek,Shriekwind Bastion Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Shriekwind Bastion Boss - Thjodrek\Shriekwind Bastion Boss - Requiem.esp,2369987c1963bd05|000A06:Shriekwind Bastion Boss - Requiem.esp,SIGNAL,read,SPEL,000A06:Shriekwind Bastion Boss - Requiem.esp,ShriekwindBastionBossVoiceElementalFuryReq,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",,REJECTED
2369987c1963bd05,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Shriekwind Bastion Boss - Thjodrek,Shriekwind Bastion Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Shriekwind Bastion Boss - Thjodrek\Shriekwind Bastion Boss - Requiem.esp,2369987c1963bd05|000A0C:Shriekwind Bastion Boss - Requiem.esp,SIGNAL,read,SPEL,000A0C:Shriekwind Bastion Boss - Requiem.esp,ShriekwindBastionBossSpellLightningCloakReq,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",,REJECTED
2369987c1963bd05,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Shriekwind Bastion Boss - Thjodrek,Shriekwind Bastion Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Shriekwind Bastion Boss - Thjodrek\Shriekwind Bastion Boss - Requiem.esp,2369987c1963bd05|000A0D:Shriekwind Bastion Boss - Requiem.esp,SIGNAL,read,SPEL,000A0D:Shriekwind Bastion Boss - Requiem.esp,ShriekwindBastionBossSpellConjureStormAtronachReq,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",,REJECTED
213910a607f3b20c,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Valthume Boss - Requiem - Magic Redone,Valthume Boss - Requiem - Magic Redone.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Valthume Boss - Requiem - Magic Redone\Valthume Boss - Requiem - Magic Redone.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ENCH:1,NO-ROWS,"Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",Direct signal candidate enumeration: 1,REJECTED
213910a607f3b20c,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Valthume Boss - Requiem - Magic Redone,Valthume Boss - Requiem - Magic Redone.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Valthume Boss - Requiem - Magic Redone\Valthume Boss - Requiem - Magic Redone.esp,213910a607f3b20c|00080F:Valthume Boss - Requiem.esp,SIGNAL,read,ENCH,00080F:Valthume Boss - Requiem.esp,ValthumeEnchWeaponAbsorb,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: patch, overhaul, balance, or system records are not authoritative new devotional actions; defining content and existing canonical behaviors are reviewed separately.",,REJECTED
4235e62aecc20c1a,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Valthume Boss - Yngnavar Ghost-Bear,Valthume Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Valthume Boss - Yngnavar Ghost-Bear\Valthume Boss - Requiem.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ENCH:1|PERK:2|SHOU:1|SPEL:1|WEAP:1,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",Direct signal candidate enumeration: 6,REJECTED
4235e62aecc20c1a,NQ078,NQ,Gameplay - Requiem - Bosses Redone,Valthume Boss - Yngnavar Ghost-Bear,Valthume Boss - Requiem.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Valthume Boss - Yngnavar Ghost-Bear\Valthume Boss - Requiem.esp,4235e62aecc20c1a|00080F:Valthume Boss - Requiem.esp,SIGNAL,read,ENCH,00080F:Valthume Boss - Requiem.esp,ValthumeEnchWeaponAbsorb,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: cosmetic, utility, survival, camp, food-compatibility, or internal gameplay records do not encode a distinct deliberate devotional act or outcome.",,REJECTED
