input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
d9d7250cd902d0c3,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Solitude Outskirts.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Solitude Outskirts.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,CONT:4,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
fba2ee297e4b3d30,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Jk's The Hags Cure.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Jk's The Hags Cure.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,CONT:1,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
eb9549d8dae27c1f,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JK's Warmaiden.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JK's Warmaiden.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,CONT:1,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
e4d14103e6478b59,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Barenziah.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Barenziah.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ARMO:3,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
e7a6e2c4ea758fa2,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Circlets.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Circlets.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ARMO:3,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
9cb447ea7d941359,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Knapsacks.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Knapsacks.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,CONT:5,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
0cb9f7524815dfe3,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - JS Radiance.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - JS Radiance.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,DOOR:1|WEAP:3,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
944ae7d6cb860eb6,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ALCH:2|AMMO:1|ARMO:26|BOOK:4|CONT:29|DOOR:3|ENCH:2|INGR:1|PERK:1|WEAP:16,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 6,REJECTED
944ae7d6cb860eb6,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,944ae7d6cb860eb6|A96822:Kaidan - Immersive Features.esp,SIGNAL,read,ALCH,A96822:Kaidan - Immersive Features.esp,KaiCyrodilicBrandy,,,,Direct selected-signature candidate.,,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,,REJECTED
944ae7d6cb860eb6,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,944ae7d6cb860eb6|2DD53B:Kaidan - Immersive Features.esp,SIGNAL,read,ALCH,2DD53B:Kaidan - Immersive Features.esp,FoodKaidanSandwich,,,,Direct selected-signature candidate.,,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,,REJECTED
944ae7d6cb860eb6,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,944ae7d6cb860eb6|0E9B20:0Kaidan.esp,SIGNAL,read,BOOK,0E9B20:0Kaidan.esp,Kai_Byron03,,,,Direct selected-signature candidate.,,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,,REJECTED
944ae7d6cb860eb6,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,944ae7d6cb860eb6|0E9B1E:0Kaidan.esp,SIGNAL,read,BOOK,0E9B1E:0Kaidan.esp,Kai_Byron01,,,,Direct selected-signature candidate.,,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,,REJECTED
944ae7d6cb860eb6,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,944ae7d6cb860eb6|0E9B1F:0Kaidan.esp,SIGNAL,read,BOOK,0E9B1F:0Kaidan.esp,Kai_Byron02,,,,Direct selected-signature candidate.,,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,,REJECTED
944ae7d6cb860eb6,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Kaidan.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Kaidan.esp,944ae7d6cb860eb6|0E9B22:0Kaidan.esp,SIGNAL,read,BOOK,0E9B22:0Kaidan.esp,kai_GhostStories1,,,,Direct selected-signature candidate.,,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,,REJECTED
ace2f298c1801454,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - ksws03.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - ksws03.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ARMO:9|CONT:4|DOOR:2|ENCH:1|SPEL:1|WEAP:2,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
77a68b80a848bab3,NQ032,NQ,Authoria - Custom Patches,Authoria - Requiem Patches,Authoria - Reqtificated - Lass Armor.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Authoria - Requiem Patches\Authoria - Reqtificated - Lass Armor.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,ARMO:2,NO-ROWS,Primary review: Authoria/Requiem patch override is not the authoritative source record and must not become a channel or list input; defining mod records are reviewed separately.,Direct signal candidate enumeration: 0,REJECTED
