editor_id,quest_name,outcome_stage,outcome,act_tags,deity,valence,intensity,magnitude,citation,formid
Cow_Breathing,Rapture of the Deep,50,Learned Waterbreathing and tested it by diving into a sunken temple,disciplined_study,Akatosh,+,m,small,"cross-gen candidate: disciplined_study(m) from the Akatosh Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000801
Cow_Breathing,Rapture of the Deep,50,Learned Waterbreathing and tested it by diving into a sunken temple,disciplined_study,Xarxes,+,m,small,"cross-gen candidate: disciplined_study(S) from the Xarxes Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000801
Cow_Breathing,Rapture of the Deep,50,Learned Waterbreathing and tested it by diving into a sunken temple,disciplined_study,Azura,+,m,small,"cross-gen candidate: disciplined_study(m) from the Azura Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000801
Cow_Breathing,Rapture of the Deep,50,Learned Waterbreathing and tested it by diving into a sunken temple,disciplined_study,Hermaeus Mora,+,m,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000801
Cow_restoration,None Escape The Light,25,Learned Restoration's valid use against the undead,disciplined_study,Akatosh,+,m,small,"cross-gen candidate: disciplined_study(m) from the Akatosh Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086E
Cow_restoration,None Escape The Light,25,Learned Restoration's valid use against the undead,disciplined_study,Xarxes,+,m,small,"cross-gen candidate: disciplined_study(S) from the Xarxes Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086E
Cow_restoration,None Escape The Light,25,Learned Restoration's valid use against the undead,disciplined_study,Azura,+,m,small,"cross-gen candidate: disciplined_study(m) from the Azura Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086E
Cow_restoration,None Escape The Light,25,Learned Restoration's valid use against the undead,disciplined_study,Hermaeus Mora,+,m,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086E
Cow_Conjuration,"I Choose You, Familiar",25,Learned to use a summoned familiar as a disciplined tactical tool,disciplined_study,Akatosh,+,m,small,"cross-gen candidate: disciplined_study(m) from the Akatosh Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086F
Cow_Conjuration,"I Choose You, Familiar",25,Learned to use a summoned familiar as a disciplined tactical tool,disciplined_study,Xarxes,+,m,small,"cross-gen candidate: disciplined_study(S) from the Xarxes Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086F
Cow_Conjuration,"I Choose You, Familiar",25,Learned to use a summoned familiar as a disciplined tactical tool,disciplined_study,Azura,+,m,small,"cross-gen candidate: disciplined_study(m) from the Azura Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086F
Cow_Conjuration,"I Choose You, Familiar",25,Learned to use a summoned familiar as a disciplined tactical tool,disciplined_study,Hermaeus Mora,+,m,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:00086F
Cow_Reading,Reading Comprehension 101,25,Passed Urag's test and learned to review source credibility,disciplined_study,Akatosh,+,m,small,"cross-gen candidate: disciplined_study(m) from the Akatosh Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000870
Cow_Reading,Reading Comprehension 101,25,Passed Urag's test and learned to review source credibility,disciplined_study,Magnus,+,S,small,"cross-gen candidate: disciplined_study(C) from the Magnus Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000870
Cow_Reading,Reading Comprehension 101,25,Passed Urag's test and learned to review source credibility,disciplined_study,Azura,+,m,small,"cross-gen candidate: disciplined_study(m) from the Azura Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000870
Cow_enchantment,Enchanted To Meet You,70,Learned enchanting and completed a client enchantment and delivery,disciplined_study,Akatosh,+,m,small,"cross-gen candidate: disciplined_study(m) from the Akatosh Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000871
Cow_enchantment,Enchanted To Meet You,70,Learned enchanting and completed a client enchantment and delivery,disciplined_study,Xarxes,+,m,small,"cross-gen candidate: disciplined_study(S) from the Xarxes Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000871
Cow_enchantment,Enchanted To Meet You,70,Learned enchanting and completed a client enchantment and delivery,disciplined_study,Azura,+,m,small,"cross-gen candidate: disciplined_study(m) from the Azura Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000871
Cow_enchantment,Enchanted To Meet You,70,Learned enchanting and completed a client enchantment and delivery,disciplined_study,Hermaeus Mora,+,m,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000871
Cow_illusion,Back-Stabbing Rodents,25,Learned to use Illusion to influence enemy minds in a controlled test,disciplined_study,Akatosh,+,m,small,"cross-gen candidate: disciplined_study(m) from the Akatosh Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000872
Cow_illusion,Back-Stabbing Rodents,25,Learned to use Illusion to influence enemy minds in a controlled test,disciplined_study,Xarxes,+,m,small,"cross-gen candidate: disciplined_study(S) from the Xarxes Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000872
Cow_illusion,Back-Stabbing Rodents,25,Learned to use Illusion to influence enemy minds in a controlled test,disciplined_study,Azura,+,m,small,"cross-gen candidate: disciplined_study(m) from the Azura Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000872
Cow_illusion,Back-Stabbing Rodents,25,Learned to use Illusion to influence enemy minds in a controlled test,disciplined_study,Hermaeus Mora,+,m,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000872
Cow_Destruction,A Test of Ice and Fire,20,Learned to choose the correct destructive element for an enemy,disciplined_study,Akatosh,+,m,small,"cross-gen candidate: disciplined_study(m) from the Akatosh Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000873
Cow_Destruction,A Test of Ice and Fire,20,Learned to choose the correct destructive element for an enemy,disciplined_study,Xarxes,+,m,small,"cross-gen candidate: disciplined_study(S) from the Xarxes Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000873
Cow_Destruction,A Test of Ice and Fire,20,Learned to choose the correct destructive element for an enemy,disciplined_study,Azura,+,m,small,"cross-gen candidate: disciplined_study(m) from the Azura Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000873
Cow_Destruction,A Test of Ice and Fire,20,Learned to choose the correct destructive element for an enemy,disciplined_study,Hermaeus Mora,+,m,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; REVIEW before promotion",College Of Winterhold - Quest Expansion.esp:000873
dunTrevasWatchQST,Infiltration,100,Removed Brurid and restored Treva's Watch to Stalleo and his family,uphold_law_justice,Zenithar,+,m,small,"cross-gen candidate: uphold_law_justice(m) from the Zenithar Part B profile, stepped down; REVIEW before promotion",Skyrim.esm:04B2A1
dunTrevasWatchQST,Infiltration,100,Removed Brurid and restored Treva's Watch to Stalleo and his family,uphold_law_justice,Julianos,+,m,small,"cross-gen candidate: uphold_law_justice(S) from the Julianos Part B profile, stepped down; REVIEW before promotion",Skyrim.esm:04B2A1
