input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
4e7a54fba270b0ea,B002,B,Gameplay - Combat,Sekiro Combat S,SekiroCombat_II.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Sekiro Combat S\SekiroCombat_II.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct summary and exhaustive QUST enumeration: 1 QUST.,,NO-ROWS,Primary-review rollup from 1 reviewed direct evidence row(s); no new semantic decision.,,REJECTED
4e7a54fba270b0ea,B002,B,Gameplay - Combat,Sekiro Combat S,SekiroCombat_II.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Sekiro Combat S\SekiroCombat_II.esp,QUST:00FB05:SekiroCombat_II.esp,QUST,read,QUST,00FB05:SekiroCombat_II.esp,_SKII_PlayerAliasQuestForFX,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: player-alias FX runtime quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
9db4f1e3287dce3e,B002,B,Gameplay - Combat,Smart Optimal Salves - Optimal Potion Hotkey MCM,OptimalPotionHotkeyMCM.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Smart Optimal Salves - Optimal Potion Hotkey MCM\OptimalPotionHotkeyMCM.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct summary and exhaustive QUST enumeration: 1 QUST.,,NO-ROWS,Primary-review rollup from 1 reviewed direct evidence row(s); no new semantic decision.,,REJECTED
9db4f1e3287dce3e,B002,B,Gameplay - Combat,Smart Optimal Salves - Optimal Potion Hotkey MCM,OptimalPotionHotkeyMCM.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Smart Optimal Salves - Optimal Potion Hotkey MCM\OptimalPotionHotkeyMCM.esp,QUST:000800:OptimalPotionHotkeyMCM.esp,QUST,read,QUST,000800:OptimalPotionHotkeyMCM.esp,zzzPotionHotkey,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: hotkey/MCM quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
12a00d151c9ffde6,B002,B,Gameplay - Combat,VioLens - A Killmove Mod SE,VioLens SE.esp,D:\Wabbajack\modlists\ARR 2.5\mods\VioLens - A Killmove Mod SE\VioLens SE.esp,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,Direct summary and exhaustive QUST enumeration: 0 QUST.,,NO-ROWS,Primary-review rollup confirms the direct read contained no QUST evidence rows; non-quest signals remain separate.,,REJECTED
38d11497b958e6a7,B002,B,Gameplay - Frameworks,Custom Skills Menu - A Custom Skills Framework Unified Menu,metaSkillMenu.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Custom Skills Menu - A Custom Skills Framework Unified Menu\metaSkillMenu.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct summary and exhaustive QUST enumeration: 1 QUST.,,NO-ROWS,Primary-review rollup from 1 reviewed direct evidence row(s); no new semantic decision.,,REJECTED
38d11497b958e6a7,B002,B,Gameplay - Frameworks,Custom Skills Menu - A Custom Skills Framework Unified Menu,metaSkillMenu.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Custom Skills Menu - A Custom Skills Framework Unified Menu\metaSkillMenu.esp,QUST:000800:metaSkillMenu.esp,QUST,read,QUST,000800:metaSkillMenu.esp,MetaSkillsMenu,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: custom-skill menu quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
95bc2335ad718fc2,B002,B,Gameplay - Frameworks,Dismembering Framework,Dismembering Framework.esm,D:\Wabbajack\modlists\ARR 2.5\mods\Dismembering Framework\Dismembering Framework.esm,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,Direct summary and exhaustive QUST enumeration: 0 QUST.,,NO-ROWS,Primary-review rollup confirms the direct read contained no QUST evidence rows; non-quest signals remain separate.,,REJECTED
06947ad5fb2a65fa,B002,B,Gameplay - Frameworks,Hot Key Skill,HotKeySkill.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Hot Key Skill\HotKeySkill.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct summary and exhaustive QUST enumeration: 2 QUST.,,NO-ROWS,Primary-review rollup from 2 reviewed direct evidence row(s); no new semantic decision.,,REJECTED
06947ad5fb2a65fa,B002,B,Gameplay - Frameworks,Hot Key Skill,HotKeySkill.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Hot Key Skill\HotKeySkill.esp,QUST:000800:HotKeySkill.esp,QUST,read,QUST,000800:HotKeySkill.esp,HKSKeyConfig,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: key configuration quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
06947ad5fb2a65fa,B002,B,Gameplay - Frameworks,Hot Key Skill,HotKeySkill.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Hot Key Skill\HotKeySkill.esp,QUST:000835:HotKeySkill.esp,QUST,read,QUST,000835:HotKeySkill.esp,HKSSpellAddQUST,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: spell distribution quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
e48d7d27037f1cd0,B002,B,Gameplay - Frameworks,Player Equipment Manager on Wheels,playerequipmentmanager.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Player Equipment Manager on Wheels\playerequipmentmanager.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct summary and exhaustive QUST enumeration: 1 QUST.,,NO-ROWS,Primary-review rollup from 1 reviewed direct evidence row(s); no new semantic decision.,,REJECTED
e48d7d27037f1cd0,B002,B,Gameplay - Frameworks,Player Equipment Manager on Wheels,playerequipmentmanager.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Player Equipment Manager on Wheels\playerequipmentmanager.esp,QUST:000D61:playerequipmentmanager.esp,QUST,read,QUST,000D61:playerequipmentmanager.esp,PEM_MCMQuest,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: MCM quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
1ad840598f17935b,B002,B,Gameplay - Frameworks,Precision - Accurate Melee Collisions,Precision.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Precision - Accurate Melee Collisions\Precision.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct summary and exhaustive QUST enumeration: 1 QUST.,,NO-ROWS,Primary-review rollup from 1 reviewed direct evidence row(s); no new semantic decision.,,REJECTED
1ad840598f17935b,B002,B,Gameplay - Frameworks,Precision - Accurate Melee Collisions,Precision.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Precision - Accurate Melee Collisions\Precision.esp,QUST:000800:Precision.esp,QUST,read,QUST,000800:Precision.esp,Precision_MCM_Quest,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: MCM quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
2764597029fe2ec8,B002,B,Gameplay - Frameworks,Skyrim Outfit Equipment System NG,SkyrimOutfitEquipmentSystemNG.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Skyrim Outfit Equipment System NG\SkyrimOutfitEquipmentSystemNG.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct summary and exhaustive QUST enumeration: 2 QUST.,,NO-ROWS,Primary-review rollup from 2 reviewed direct evidence row(s); no new semantic decision.,,REJECTED
2764597029fe2ec8,B002,B,Gameplay - Frameworks,Skyrim Outfit Equipment System NG,SkyrimOutfitEquipmentSystemNG.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Skyrim Outfit Equipment System NG\SkyrimOutfitEquipmentSystemNG.esp,QUST:000857:SkyrimOutfitEquipmentSystemNG.esp,QUST,read,QUST,000857:SkyrimOutfitEquipmentSystemNG.esp,SkyrimOutfitEquipmentSystemMCM,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: MCM quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
2764597029fe2ec8,B002,B,Gameplay - Frameworks,Skyrim Outfit Equipment System NG,SkyrimOutfitEquipmentSystemNG.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Skyrim Outfit Equipment System NG\SkyrimOutfitEquipmentSystemNG.esp,QUST:000859:SkyrimOutfitEquipmentSystemNG.esp,QUST,read,QUST,000859:SkyrimOutfitEquipmentSystemNG.esp,SkyrimOutfitEquipmentSystemQuickslotManager,,existing-stage-edits-only,,Direct raw enumeration.,,NO-ROWS,Primary reviewed: quickslot manager quest has no player-facing stages or outcomes; system-only and not a devotional surface.,,REJECTED
