input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,01EA5A:Skyrim.esm,QUST,read,QUST,01EA5A:Skyrim.esm,DBrecurring,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,0211D5:Skyrim.esm,QUST,read,QUST,0211D5:Skyrim.esm,t02,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,0266F1:Skyrim.esm,QUST,read,QUST,0266F1:Skyrim.esm,MGR01,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,035354:Skyrim.esm,QUST,read,QUST,035354:Skyrim.esm,dunForelhostQST,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,035B5A:Skyrim.esm,QUST,read,QUST,035B5A:Skyrim.esm,WIAddItem03,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,043BAB:Skyrim.esm,QUST,read,QUST,043BAB:Skyrim.esm,dunShipwreck04QST,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,097256:Skyrim.esm,QUST,read,QUST,097256:Skyrim.esm,DBRecurringControlQuest,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,0B8C9F:Skyrim.esm,QUST,read,QUST,0B8C9F:Skyrim.esm,dunRobbersGorgeQST,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,000D83:Unofficial Skyrim Modders Patch.esp,QUST,read,QUST,000D83:Unofficial Skyrim Modders Patch.esp,StaminaOfSteedsQuest,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,014CAE:Unofficial Skyrim Modders Patch.esp,QUST,read,QUST,014CAE:Unofficial Skyrim Modders Patch.esp,TAIF_ShowRoomDialogue,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
9b98ac81a14ed16b,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Modder's Patch,Unofficial Skyrim Modders Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Modder's Patch\Unofficial Skyrim Modders Patch.esp,023FC9:Unofficial Skyrim Modders Patch.esp,QUST,read,QUST,023FC9:Unofficial Skyrim Modders Patch.esp,SASimilarArrows,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,015CC2:Skyrim.esm,QUST,read,QUST,015CC2:Skyrim.esm,dunEldergleamT03,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,015FCC:Skyrim.esm,QUST,read,QUST,015FCC:Skyrim.esm,DialogueRiverwoodSceneA,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,0167D3:Skyrim.esm,QUST,read,QUST,0167D3:Skyrim.esm,WICastMagic03,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01703C:Skyrim.esm,QUST,read,QUST,01703C:Skyrim.esm,KingOlafsFestivalStarter,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,017F05:Skyrim.esm,QUST,read,QUST,017F05:Skyrim.esm,DialogueMarkarth,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,018601:Skyrim.esm,QUST,read,QUST,018601:Skyrim.esm,dunHunterQST,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,018B4B:Skyrim.esm,QUST,read,QUST,018B4B:Skyrim.esm,MS01,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,019E53:Skyrim.esm,QUST,read,QUST,019E53:Skyrim.esm,CW,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01BAEC:Skyrim.esm,QUST,read,QUST,01BAEC:Skyrim.esm,dunNilheimQST,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01BB9B:Skyrim.esm,QUST,read,QUST,01BB9B:Skyrim.esm,DA14,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01BFC4:Skyrim.esm,QUST,read,QUST,01BFC4:Skyrim.esm,DA03,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01BFF2:Skyrim.esm,QUST,read,QUST,01BFF2:Skyrim.esm,WIKill03,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01C3FB:Skyrim.esm,QUST,read,QUST,01C3FB:Skyrim.esm,dunWhiteRiverWatchQST,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01CEEE:Skyrim.esm,QUST,read,QUST,01CEEE:Skyrim.esm,CR01,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01CEF4:Skyrim.esm,QUST,read,QUST,01CEF4:Skyrim.esm,C03,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01CEF5:Skyrim.esm,QUST,read,QUST,01CEF5:Skyrim.esm,C04,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01CEF6:Skyrim.esm,QUST,read,QUST,01CEF6:Skyrim.esm,C06,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01CF25:Skyrim.esm,QUST,read,QUST,01CF25:Skyrim.esm,MS08,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01CF26:Skyrim.esm,QUST,read,QUST,01CF26:Skyrim.esm,MS09,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01E437:Skyrim.esm,QUST,read,QUST,01E437:Skyrim.esm,dunBrokenOarQST,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01EA4F:Skyrim.esm,QUST,read,QUST,01EA4F:Skyrim.esm,DB01Misc,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01EA51:Skyrim.esm,QUST,read,QUST,01EA51:Skyrim.esm,DB02,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01EA52:Skyrim.esm,QUST,read,QUST,01EA52:Skyrim.esm,DB03,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01EA54:Skyrim.esm,QUST,read,QUST,01EA54:Skyrim.esm,DB05,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
5fc59031ad9f35d3,C019,C,Essential - Unofficial Patches,Unofficial Skyrim Special Edition Patch,unofficial skyrim special edition patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Unofficial Skyrim Special Edition Patch\unofficial skyrim special edition patch.esp,01EA5C:Skyrim.esm,QUST,read,QUST,01EA5C:Skyrim.esm,DarkBrotherhood,,existing-stage-edits-only,,Direct enumeration; stage classification needs record detail.,,DEFER,Primary review.,Per-record identity; source-plugin duplicates retained for reconciliation.,UNREVIEWED
