input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
cce7dd7884689aca,C022,C,Gameplay - Ostim Standalone,Serana Dialogue Add-On Patch Hub - Ostim,SDA Campfire Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Serana Dialogue Add-On Patch Hub - Ostim\SDA Campfire Patch.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,3 records across 3 types; QUST enumeration 1 SDA_CampfireSnuggle; missing masters recorded.,UNREVIEWED
d9a0e88b51a3c7f2,C022,C,Gameplay - Ostim Standalone,Serana Dialogue Add-On Patch Hub - Ostim,SDA CC Umbra Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Serana Dialogue Add-On Patch Hub - Ostim\SDA CC Umbra Patch.esp,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,,,DEFER,Primary review.,1 Cell record; QUST enumeration 0; missing master recorded.,UNREVIEWED
82252c3e384288eb,C022,C,Gameplay - Ostim Standalone,Serana Dialogue Add-On Patch Hub - Ostim,SDA House of Horrors Expansion Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Serana Dialogue Add-On Patch Hub - Ostim\SDA House of Horrors Expansion Patch.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,12 records across 6 types; QUST enumeration 1 SDA_DA10Commentary; missing masters recorded.,UNREVIEWED
b2423570922e1aac,C022,C,Gameplay - Ostim Standalone,Serana Dialogue Add-On Patch Hub - Ostim,SDA Remiel Banter Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Serana Dialogue Add-On Patch Hub - Ostim\SDA Remiel Banter Patch.esp,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,,,DEFER,Primary review.,10 dialogue records across 2 types; QUST enumeration 0; missing masters recorded.,UNREVIEWED
27ab451f973de684,C022,C,Gameplay - Ostim Standalone,Serana Dialogue Add-On Patch Hub - Ostim,SDA Sweets and Such Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Serana Dialogue Add-On Patch Hub - Ostim\SDA Sweets and Such Patch.esp,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,,,DEFER,Primary review.,1 FormList record; QUST enumeration 0; missing masters recorded.,UNREVIEWED
73ac1a472efca49e,C022,C,Gameplay - Ostim Standalone,Serana Dialogue Add-On Patch Hub - Ostim,SDA-AA Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Serana Dialogue Add-On Patch Hub - Ostim\SDA-AA Patch.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,4 records across 2 types; QUST enumeration 1 SDA_AAPatch; missing masters recorded.,UNREVIEWED
c03f8a4a0b30c961,C022,C,Gameplay - Ostim Standalone,Song of the Green - OStim Patch,Auri OStim Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Song of the Green - OStim Patch\Auri OStim Patch.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,6 records across 3 types; QUST enumeration 1 AuriOStimQuest; missing masters recorded.,UNREVIEWED
83a4a6434daefc87,C022,C,Gameplay - Ostim Standalone,Stage Flow for OStim Standalone,TMS_StageFlow.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Stage Flow for OStim Standalone\TMS_StageFlow.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,2 Quest records; QUST enumeration 2 TMS_SFMCM and TMS_SFQ; missing master recorded.,UNREVIEWED
0f9557eca95823ff,C022,C,Gameplay - Ostim Standalone,Talos' Tease - Ostim,Talos' Tease - Ostim Integration.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Talos' Tease - Ostim\Talos' Tease - Ostim Integration.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,31 records across 5 types; QUST enumeration 1 JOJ_OstimTalosTease; missing masters recorded.,UNREVIEWED
fcd1128b58a0fda7,C022,C,Gameplay - Requiem - Tweaks and Fixes,Honed Metal -NPC Crafting and Enchanting Services-,HonedMetal.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Honed Metal -NPC Crafting and Enchanting Services-\HonedMetal.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,131 records across 17 types; QUST enumeration 3 HM_Quest HM_MCM HM_Courier_Quest; no missing masters.,UNREVIEWED
