input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
230bb1d4da1434a7,C024,C,Interface - Camera,True Directional Movement - Modernized Third Person Gameplay,TrueDirectionalMovement.esp,D:\Wabbajack\modlists\ARR 2.5\mods\True Directional Movement - Modernized Third Person Gameplay\TrueDirectionalMovement.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,1 QUST direct-enumerated.,UNREVIEWED
230bb1d4da1434a7,C024,C,Interface - Camera,True Directional Movement - Modernized Third Person Gameplay,TrueDirectionalMovement.esp,D:\Wabbajack\modlists\ARR 2.5\mods\True Directional Movement - Modernized Third Person Gameplay\TrueDirectionalMovement.esp,230bb1d4da1434a7|000800:TrueDirectionalMovement.esp,QUST,read,QUST,000800:TrueDirectionalMovement.esp,TrueDirectionalMovement_MCM_Quest,,new-definition,not-enumerated-in-summary,Direct QUST enumeration; stage payload requires primary-review follow-up.,,DEFER,No semantic approval.,,UNREVIEWED
3e62f96d1c4bf601,C024,C,Interface - HUD,Atlas Map Markers,atlas map markers.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Atlas Map Markers\atlas map markers.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,1 QUST direct-enumerated.,UNREVIEWED
3e62f96d1c4bf601,C024,C,Interface - HUD,Atlas Map Markers,atlas map markers.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Atlas Map Markers\atlas map markers.esp,3e62f96d1c4bf601|000822:atlas map markers.esp,QUST,read,QUST,000822:atlas map markers.esp,ATLAS_MCMQuest,,new-definition,not-enumerated-in-summary,Direct QUST enumeration; stage payload requires primary-review follow-up.,,DEFER,No semantic approval.,,UNREVIEWED
6d2e583e66a88f52,C024,C,Interface - HUD,Atlas Map Markers,patch_AtlasMM_DelphineMap.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Atlas Map Markers\patch_AtlasMM_DelphineMap.esp,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,,,DEFER,Primary review.,0 QUST direct-enumerated. Missing masters recorded.,UNREVIEWED
226d8997621883d5,C024,C,Interface - HUD,Dynamic Activation Key - Addons Collection,Dynamic Activation Key - Addons Collection.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Dynamic Activation Key - Addons Collection\Dynamic Activation Key - Addons Collection.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,2 QUST direct-enumerated. Missing masters recorded.,UNREVIEWED
226d8997621883d5,C024,C,Interface - HUD,Dynamic Activation Key - Addons Collection,Dynamic Activation Key - Addons Collection.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Dynamic Activation Key - Addons Collection\Dynamic Activation Key - Addons Collection.esp,226d8997621883d5|000800:Dynamic Activation Key - MCM.esp,QUST,read,QUST,000800:Dynamic Activation Key - MCM.esp,DynamicActivationKeyMCM,,existing-stage-edits-only,not-enumerated-in-summary,Direct QUST enumeration; stage payload requires primary-review follow-up.,,DEFER,No semantic approval.,,UNREVIEWED
226d8997621883d5,C024,C,Interface - HUD,Dynamic Activation Key - Addons Collection,Dynamic Activation Key - Addons Collection.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Dynamic Activation Key - Addons Collection\Dynamic Activation Key - Addons Collection.esp,226d8997621883d5|000801:Dynamic Activation Key - Addons Collection.esp,QUST,read,QUST,000801:Dynamic Activation Key - Addons Collection.esp,DAK_AddonsCollectionQuest,,new-definition,not-enumerated-in-summary,Direct QUST enumeration; stage payload requires primary-review follow-up.,,DEFER,No semantic approval.,,UNREVIEWED
3827f0b06cfeb776,C024,C,Interface - HUD,Dynamic Activation Key - DLL NG Edition,Dynamic Activation Key.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Dynamic Activation Key - DLL NG Edition\Dynamic Activation Key.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary review.,1 QUST direct-enumerated.,UNREVIEWED
3827f0b06cfeb776,C024,C,Interface - HUD,Dynamic Activation Key - DLL NG Edition,Dynamic Activation Key.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Dynamic Activation Key - DLL NG Edition\Dynamic Activation Key.esp,3827f0b06cfeb776|000803:Dynamic Activation Key.esp,QUST,read,QUST,000803:Dynamic Activation Key.esp,DAK_Quest,,new-definition,not-enumerated-in-summary,Direct QUST enumeration; stage payload requires primary-review follow-up.,,DEFER,No semantic approval.,,UNREVIEWED
