input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
5948f1930cdcadf8,A016,A,Gameplay - Missives,Missives - Worldspace Additions,Missives - Solstheim.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives - Worldspace Additions\Missives - Solstheim.esp,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,,,DEFER,Primary semantic review required.,0 QUST direct-enumerated. Missing masters recorded.,UNREVIEWED
c7c5ad3cd5120a36,A016,A,Gameplay - Missives,Missives - Worldspace Additions,Missives - Wyrmstooth.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives - Worldspace Additions\Missives - Wyrmstooth.esp,PLUGIN,PLUGIN-NO-ROWS,read,,,,,,,,,DEFER,Primary semantic review required.,0 QUST direct-enumerated. Missing masters recorded.,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,,,DEFER,Primary semantic review required.,100 QUST direct-enumerated.,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,006E72:Missives.esp,QUST,read,QUST,006E72:Missives.esp,_M_QuestWhiterunRetrieveWilderness,,new-definition,,Direct raw-file enumeration.,,DEFER,No semantic approval.,,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,008408:Missives.esp,QUST,read,QUST,008408:Missives.esp,_M_QuestWhiterunGatherIngrMed,,new-definition,,Direct raw-file enumeration.,,DEFER,No semantic approval.,,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,008EEA:Missives.esp,QUST,read,QUST,008EEA:Missives.esp,_M_QuestWhiterunGatherIngrHigh,,new-definition,,Direct raw-file enumeration.,,DEFER,No semantic approval.,,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,009A1C:Missives.esp,QUST,read,QUST,009A1C:Missives.esp,_M_QuestWhiterunGatherInn,,new-definition,,Direct raw-file enumeration.,,DEFER,No semantic approval.,,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,009F99:Missives.esp,QUST,read,QUST,009F99:Missives.esp,_M_QuestWhiterunGatherSoulGemLow,,new-definition,,Direct raw-file enumeration.,,DEFER,No semantic approval.,,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,00AA67:Missives.esp,QUST,read,QUST,00AA67:Missives.esp,_M_QuestWhiterunGatherSoulGemMed,,new-definition,,Direct raw-file enumeration.,,DEFER,No semantic approval.,,UNREVIEWED
404926bcbf22014a,A016,A,Gameplay - Missives,Missives 2.03 SSE,Missives.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Missives 2.03 SSE\Missives.esp,00AA6B:Missives.esp,QUST,read,QUST,00AA6B:Missives.esp,_M_QuestWhiterunGatherSoulGemHigh,,new-definition,,Direct raw-file enumeration.,,DEFER,No semantic approval.,,UNREVIEWED
