input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
22c528ee46ec936d,C006,C,Character Visuals - UBE,Ultimate Body Enhancer,3BBB UBE patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer\3BBB UBE patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
7d8100355120062e,C006,C,Character Visuals - UBE,Ultimate Body Enhancer,UBE_AllRace.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer\UBE_AllRace.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
4f8b34c6890d27e1,C006,C,Character Visuals - UBE,Ultimate Body Enhancer,UBE_headparts_patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer\UBE_headparts_patch.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
0332aeccf5871206,C006,C,Character Visuals - UBE,Ultimate Body Enhancer - Ancient Beauty Makeup,(SDZ21) Ancient Beauty Makeup UBE.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Ancient Beauty Makeup\(SDZ21) Ancient Beauty Makeup UBE.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
e44b22d0ee756f79,C006,C,Character Visuals - UBE,Ultimate Body Enhancer - Even More Makeup by Koralina,EvenMoreMakeup.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Even More Makeup by Koralina\EvenMoreMakeup.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
56ce43583e3d0975,C006,C,Character Visuals - UBE,Ultimate Body Enhancer - Fabulous Makeup 2 - Racemenu Overlays,(SDZ21) Fabulous Makeup 2 UBE.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Fabulous Makeup 2 - Racemenu Overlays\(SDZ21) Fabulous Makeup 2 UBE.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
3b4096bf61521a1b,C006,C,Character Visuals - UBE,Ultimate Body Enhancer - Imperfect Skin Overlays,ImperfectOverlaysUBE.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Imperfect Skin Overlays\ImperfectOverlaysUBE.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
c61b2c5696512fb7,C006,C,Character Visuals - UBE,Ultimate Body Enhancer - Koralina's Face Details for COtR,Koralina's COTR Details.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Koralina's Face Details for COtR\Koralina's COTR Details.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
0c3b371bc2160381,C006,C,Character Visuals - UBE,Ultimate Body Enhancer - Koralina's Makeup for COtR,Koralina's COtR Makeup Female.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Koralina's Makeup for COtR\Koralina's COtR Makeup Female.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
594ca6589f655be0,C006,C,Character Visuals - UBE,Ultimate Body Enhancer - LDD - Eyeliner Pack for UBE,LDD_EyelinerPackUBE.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - LDD - Eyeliner Pack for UBE\LDD_EyelinerPackUBE.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
