input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
ec9b54b93256259d,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccbgssse061-ba_dwarven.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccbgssse061-ba_dwarven.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
761c9cd65f8c2c76,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccbgssse062-ba_dwarvenmail.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccbgssse062-ba_dwarvenmail.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
213dd089f88dac40,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccbgssse067-daedinv.esm,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccbgssse067-daedinv.esm,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
b7409b89365b75f3,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccedhsse001-norjewel.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccedhsse001-norjewel.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
e8bc74b4dc682e55,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccedhsse002-splkntset.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccedhsse002-splkntset.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
c10fe9635f383eab,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccedhsse003-redguard.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccedhsse003-redguard.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
fa0c21fac8e78261,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,cceejsse001-hstead.esm,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\cceejsse001-hstead.esm,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
53fd57302ab06d55,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccffbsse001-imperialdragon.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccffbsse001-imperialdragon.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
f372917fe4a8507e,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,cckrtsse001_altar.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\cckrtsse001_altar.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
840109f11c843969,A005,A,Base Game & Creation Club Files,Creation Club - Cleaned Masters,ccmtysse002-ve.esl,D:\Wabbajack\modlists\ARR 2.5\mods\Creation Club - Cleaned Masters\ccmtysse002-ve.esl,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
