input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
dda1487bcff72907,C009,C,Charater Visuals - Racemenu Addons - CBBE,Pocky's 4k human male makeup - STANDALONE,Pocky Punk's Make Up Addon_males.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Pocky's 4k human male makeup - STANDALONE\Pocky Punk's Make Up Addon_males.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
9e4fa4208908747c,C009,C,Charater Visuals - Racemenu Addons - CBBE,RX'Overlays - Racemenu Tattoo and Overlays,RXOverlays.esp,D:\Wabbajack\modlists\ARR 2.5\mods\RX'Overlays - Racemenu Tattoo and Overlays\RXOverlays.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
f9d302a0575aa8a3,C009,C,Charater Visuals - Racemenu Addons - CBBE,Serval Khajiit RaceMenu Overlays,Khajiit Serval Overlays.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Serval Khajiit RaceMenu Overlays\Khajiit Serval Overlays.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
0f125f7baecae249,C009,C,Charater Visuals - Racemenu Addons - SCARS and PAINTS,Barbarian Bodypaints - Male and Female,BarbarianPaints.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Barbarian Bodypaints - Male and Female\BarbarianPaints.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
a66e70562f7926d6,C009,C,Charater Visuals - Racemenu Addons - SCARS and PAINTS,Community Overlays Merged,CommunityOverlays1_0T30.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Community Overlays Merged\CommunityOverlays1_0T30.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
5c62ccc81d90cc71,C009,C,Charater Visuals - Racemenu Addons - SCARS and PAINTS,Community Overlays Merged,CommunityOverlays2_31T50.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Community Overlays Merged\CommunityOverlays2_31T50.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
f1345e5402013586,C009,C,Charater Visuals - Racemenu Addons - SCARS and PAINTS,Community Overlays Merged,CommunityOverlays3.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Community Overlays Merged\CommunityOverlays3.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
813849525cba3b40,C009,C,Charater Visuals - Racemenu Addons - SCARS and PAINTS,Havok's Racemenu Makeup Overlays (Lipstick),HavoksLipPatterns.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Havok's Racemenu Makeup Overlays (Lipstick)\HavoksLipPatterns.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
a40ec86bb85e5ee6,C009,C,Charater Visuals - Racemenu Addons - SCARS and PAINTS,Hellblade - Senua's Warpaints for Racemenu,Senua's Warpaints.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Hellblade - Senua's Warpaints for Racemenu\Senua's Warpaints.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
ec592b19e31ca02f,C009,C,Charater Visuals - Racemenu Addons - SCARS and PAINTS,Imperfect Skin Overlays - Racemenu Overlays,ImperfectOverlays.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Imperfect Skin Overlays - Racemenu Overlays\ImperfectOverlays.esp,PLUGIN,PLUGIN-PENDING,pending,,,,,,,,,,,,UNREVIEWED
