editor_id,quest_name,outcome_stage,outcome,act_tags,deity,valence,intensity,magnitude,citation
DA01,The Black Star,100,Cleanse Azura's Star (give to Aranea/Azura),"serve_a_daedra:azura,destroy_reject_daedra:molagbal",Azura,+,C,milestone,DA01 s100 "cleansed Azura's Star ... mine to do with as I see fit"
DA01,The Black Star,110,Complete the Black Star (give to Nelacar; traps mortal souls),"serve_a_daedra:azura(defied),necromancy",Azura,-,S,milestone,DA01 s110 "completed the Black Star, an infinite Black Soul Gem" (defied Azura's wish to cleanse)
DA01,The Black Star,110,Black Soul Gem traps mortal souls,necromancy,Arkay,-,m,small,DA01 s110 (black soul gem = trapped mortal souls)
DA01,The Black Star,110,Black Soul Gem (undeath/soul-binding),necromancy,Meridia,-,m,small,DA01 s110
DA02,Boethiah's Calling,40,Sacrifice the trusting + defeat champion + don Ebony Mail,"ritual_sacrifice,murder_treacherous,prove_by_struggle,serve_a_daedra:boethiah",Boethiah,+,C,milestone,DA02 s10/s20/s40 "lead someone to the Pillar ... slay them"; "slay her champion ... don the Ebony Mail"
DA02,Boethiah's Calling,40,Lure + murder the trusting at the Pillar,"ritual_sacrifice,kill_the_helpless",Stendarr,-,C,milestone,DA02 s10 "instruct them to touch the Pillar ... slay them"
DA02,Boethiah's Calling,40,Ritual murder of the trusting,ritual_sacrifice,Mara,-,S,small,DA02 s10
DA02,Boethiah's Calling,40,Ritual sacrifice,ritual_sacrifice,Arkay,-,S,small,DA02 s10
DA02,Boethiah's Calling,40,Sacrifice by guile,deceit,Mephala,+,m,small,DA02 s10 (deceive the trusting victim)
DA02KillObj,Boethiah's Bidding,200,Assassinate the Jarl of Solitude by guile/stealth,"assassination_contract,murder_treacherous,deceit",Boethiah,+,S,small,DA02KillObj s50/s200 "assassinate the Jarl ... using guile, deception, and stealth"
DA02KillObj,Boethiah's Bidding,200,Assassinate a lawful ruler,assassination_contract,Mephala,+,S,small,DA02KillObj s200
DA02KillObj,Boethiah's Bidding,200,Regicide of lawful authority,murder_treacherous,Stendarr,-,S,small,DA02KillObj s200
DA03,A Daedra's Best Friend,200,Reunite Barbas + Vile; Masque,"serve_a_daedra:clavicus,acquire_daedric_artifact:clavicus,keep_oath",Clavicus,+,C,milestone,DA03 s200 "reunite Barbas and Vile and received the Masque"
DA03,A Daedra's Best Friend,200,Spare loyal Barbas (reunite him with his master),mercy_spare,Mara,+,S,small,DA03 s200 "reunite Barbas and Vile" (Barbas lives)
DA03,A Daedra's Best Friend,200,Reunion empowers/serves Clavicus Vile (take his Masque),serve_a_daedra:clavicus,Stendarr,-,m,small,DA03 s200 (reuniting serves the Daedric Prince + claims his artifact)
DA03,A Daedra's Best Friend,155,Kill loyal Barbas + keep the Rueful Axe,murder_treacherous,Clavicus,+,m,small,DA03 s155 "kill Barbas and keep the Rueful Axe" (Vile good either way)
DA03,A Daedra's Best Friend,155,Kill the loyal helpless companion,kill_the_helpless,Mara,-,S,small,DA03 s155 (Barbas is a loyal companion-dog)
DA04,Discerning the Transmundane,100,Open the lockbox; claim the Oghma Infinium,"forbidden_knowledge,serve_a_daedra:hermaeusmora,acquire_daedric_artifact:hermaeusmora",Hermaeus Mora,+,C,milestone,DA04 s100 "a book of great knowledge, the Oghma Infinium"
DA04,Discerning the Transmundane,100,Recover proscribed lore,forbidden_knowledge,Julianos,+,m,small,DA04 s100 (pursuit of truth, double-edged per profile)
DA04,Discerning the Transmundane,100,Recover lost arcane knowledge,forbidden_knowledge,Magnus,+,m,small,DA04 s100
DA05,Ill Met By Moonlight,100,Kill Sinding for Hircine (the hunt); Savior's Hide,"the_hunt,serve_a_daedra:hircine,acquire_daedric_artifact:hircine",Hircine,+,C,milestone,DA05 s100 "helped kill him as a service to Hircine ... rewarded with the Savior's Hide"
DA05,Ill Met By Moonlight,105,Defend Sinding; spare the hunted (Ring of Hircine),"the_hunt,mercy_spare,protect_the_weak",Hircine,+,S,small,DA05 s105 "defended him against the hunters ... earned his friendship" (alt Hircine path)
DA05,Ill Met By Moonlight,105,Spare/defend a tormented soul,mercy_spare,Mara,+,m,small,DA05 s105
